Ep.,구분,이름,메뉴,계절,시/도,군/구,지번,전화번호,비고,Filter
Ep.42,Soul City,남보원불고기,소고기,,경기,수원,장안구 영화동 284-2,031-245-9395,"37회에 소개됨.
그날 그날 판매하는 부위가 바뀜.
1인분 250g 4만원.
육회 2인분 9만원. (양은 충분함.)",1
Ep.42,Soul City,일미식당,순대국,,경기,수원,팔달구 매산로1가 60-3,031-251-9640,"순대가 없는 순대국밥.
국밥양이 매우 많음.
머릿고기와 내장 (모듬 가능) 역시 최고이지만 국밥 양이 충분하기 때문에 따로 시킬 필요 없음.",1
Ep.42,Soul City,수원만두,금사오룡해삼,,경기,수원,팔달구 팔달로1가 5-2,031-255-5526,"만두가 유명하지만 호불호가 갈림. (고기 양이 적음)
짜장면을 판매하지 않음.
가격이 비싸지만 맛볼만 함. (5만원 가량)",1
Ep.42,Soul City,진미통닭,통닭,,경기,수원,팔달구 팔달로1가 50,031-255-3401,다른 건물에서 테이크아웃 가능.,1
Ep.42,Soul City,대원옥평양냉면,냉면,,경기,수원,팔달구 팔달로1가 64-1,031-255-7493,"동의하기 어려운 냉면.
수원식으로 분류 할 수 있음.
자작한 비빔냉면이 특징.",1
Ep.42,맛집,대원옥평양냉면,냉면,,경기,안양,동안구 관양동 1437-26,031-425-7794,"[자반고등어]
분점.
지도에는 비소원으로 표시됨.",1
Ep.42,Soul City,유치회관,해장국(선지해장국),,경기,수원,팔달구 인계동 1132-4,031-234-6275,,1
Ep.42,Soul City,수원해장국,해장국,,경기,수원,팔달구 화서동 115-5,031-245-1346,,1
Ep.42,Soul City,보영만두,쫄면,,경기,수원,장안구 영화동 282-2,031-242-9076,"12회에 소개됨.
쫄면, 만두, 쿨피스.
쫄면과 만두를 섞어먹는것이 특징.
쫄면은 본점 만두는 영통점이 더 나음.
영통점이 40회에 소개됨.",1
Ep.42,Soul City,아우내순대청국장,순대국,,경기,수원,장안구 영통구 매탄동 1199,031-215-0440,"순대국, 청국장이 주력. [자반고등어]",1
Ep.42,Soul City,장군집,뽈살,,경기,수원,팔달구 인계동 1023-3,031-233-8992,"인계동박스. (수원 유흥가)
걸신 청취자는 1인분 서비스. [자반고등어]",1
Ep.42,Soul City,골목집,묵은지찜,,경기,수원,영통구 매탄동 923-38,031-245-9158,"자반고등어.
재료 선택 가능.
돼지고기, 꽁치, 고등어.
8000원 가량.
맛기름 사용.",1
Ep.42,Soul City,코끼리만두,쫄면,,경기,수원,팔달구 팔달로3가 26-3,031-255-6704,수원 쫄면의 원조. [조장훈],1
Ep.42,Soul City,북문해물탕,해물탕,,경기,수원,장안구 영화동 160-2,031-243-2441,랍스터가 올려져 나옴. [조장훈],1
Ep.42,Soul City,박네집,부대찌게,,경기,수원,권선구 구운동 929-1,031-291-7171,육수가 독특함. [조장훈],1
Ep.42,Soul City,두꺼비집,부대찌게,,경기,수원,영통구 영통동 1008-11,031-202-4267,[조장훈],1
Ep.42,이 집에 가라,문배동 육칼,칼국수,,서울,용산,문배동 34-1,02-713-6204,"23회에 소개됨.
삼성동, 여의도에 지점이 있음.
파의 진액이 우러나올 만큼 오랫동안 고아낸 닳고 닳은 맛.",1
Ep.42,이 집에 가라,진골목식당,육개장,,대구,중,종로2가 66-5,053-253-3757,"50년대 가정집 분위기.
지역에서는 육개장 맛이 고르지 않아 콩나물 밥을 선호한다는 제보가 있음. [lazyafternoon]",1
Ep.42,맛집,옛집식당,육개장,,대구,중,시장북로 120-1,053-554-4498,일반 가정집 분위기.,1
Ep.42,맛집,파티마병원 장례식장,육개장,,대구,동,신암동 576-3,053-940-7114,[이종한],1
Ep.42,맛집,국일따로국밥,육개장,,대구,중,전동 7-1,053-253-7623,"16회에 소개됨.
[조장훈]",1
Ep.42,맛집,벙글벙글식당,육개장,,대구,중,공평동 14-23,053-424-7745,[조장훈],1
Ep.43,공개방송,동화반점,팔보완자(빠빠완즈 공룡알),,서울,중,을지로6가 18-95,02-2265-9224,"1-2회에 소개됨.
공개방송 외부 집합 장소 추천.",1
Ep.43,공개방송,식육식당,쓰끼다시 만 제공,,울산,남,신정동 수암시장 어디나,,"32회에 초장집이 소개됨.
공개방송 외부 집합 장소 추천. [이종한]",1
Ep.43,걸신에게 물어봐,태인양조장,죽력고,,전북,정읍,태인면 태흥리 392-1,063-534-4018,숙취에 해장술로 효과가 있다고 주장함. [쿠스코77],1
Ep.43,걸신에게 물어봐,,마파두부,,일본,요코하마,차이나타운,,"[하얀숲]
사천 요리가 일본에 처음 진출한 지역. [걸신]",0
Ep.43,걸신에게 물어봐,메트로아티정,디저트,,부산,수영,남천동 15-16,070-8829-0513,"시큼 짭짤한 식사용 빵 전문. [최소영]
http://radio.ddanzi.com/index.php?mid=broadcastBoard&category=1512133&document_srl=2942117 [마카모찌]",1
Ep.43,걸신에게 물어봐,원조양평해장국,해장국,,경기,양평,양평읍 공흥리 751-7,031-771-0815,[사정봉],1
Ep.43,걸신에게 물어봐,신내서울해장국,해장국,,경기,양평,개군면 공세리 327-9,031-773-8001,"4회에 소개됨.
양평 지역 원조.",1
Ep.43,걸신에게 물어봐,조점례피순대,순대국,,전북,전주,완산구 전동3가 2-198,,"이전회에 소개 됐으나 리스트에 없음.
확장 후 잡채 섞인 순대가 나오고 음식 재사용이 의심된다는 소식이 있음. [자유날다]",1
Ep.43,걸신에게 물어봐,한밭식당,설렁탕,,대전,동,중동 60-1,042-256-1565,"24회에 소개됨.
최근 방문후 다소 실망함. [자반고등어]",1
Ep.43,걸신에게 물어봐,부산안면옥,냉면,,대구,중,공평동 8-5,053-424-9389,대구 지역 냉면 중 걸신 입맛에 가장 맞음.,1
Ep.43,걸신에게 물어봐,진골목식당,육개장,,대구,중,종로2가 66-5,053-253-3757,"42회에 소개됨.
주인이 바뀐 후 퀄리티가 고르지 못한 면이 있음.",1
Ep.43,걸신에게 물어봐,반포집,수제비,,서울,서초,반포본동 817,02-593-6684,삭막한 지역 환경에도 꾸준히 명맥을 이어온 집.,1
Ep.43,걸신에게 물어봐,반포치킨,통닭(마늘통닭),,서울,서초,반포동 1050 반포상가 J동 21호,02-599-2825,"30년 이상의 전통을 가진 집.
삭막한 지역 환경에도 꾸준히 명맥을 이어온 집.",1
Ep.43,걸신에게 물어봐,두루,국수(김치말이),,서울,강남,청담동 22-11 주로빌딩 2층,02-3443-8834,"면을 직접 뽑아 내거나 특별 주문하여 만드는것으로 생각됨.
2층 가옥의 아주 오래된 집. [최소영]",1
Ep.43,걸신에게 물어봐,이연국수,소면,,전북,전주,덕진구 인후동2가 1529-19,063-242-0036,"25회에 소개됨.
구 이조국수.
충북 증평의 제면소에서 면을 특별 주문하여 사용.
정치인 출입금지.",1
Ep.43,맛집,백양국수,국수,,전북,임실,임실읍 이도리 670-10,063-642-2339,,1
Ep.43,걸신에게 물어봐,사동리옛날손두부,두부,,경기,이천,대월면 사동리 347-152,031-633-8511,"이전에 소개되온 두부집들에 버금감.
두부전골은 그다지.",1
Ep.43,걸신에게 물어봐,보용만두,만두,,경기,수원,장안구 영화동 392-12,1644-7530,"만두가 보영만두에 비해 나쁘지 않음. [청소부김씨]
원래 보영 만두 자리. [이종한]",1
Ep.43,걸신에게 물어봐,성심당,송편,,대전,중,은행동 145,042-256-4114,추석 특선 송편 품질이 좋음. [자반고등어],1
Ep.43,음식 인문학,운수 좋은 날(현진권),설렁탕,,,,,,,0
Ep.43,음식 인문학,봄봄(김유정),떡,,,,,,,0
Ep.43,음식 인문학,감자(김동인),감자,,,,,,,0
Ep.43,음식 인문학,국수 (평양냉면),시,,,,,,"백석.
평안북도 정주 출신.
평안북도 구성 출신의 소월 김정식과 함께 대표적인 평안북도 출신 시인임.
식민지시대의 이북에서 출생했다는 이유로 금기시 되다가 80년대 해금됨.
90년대 부터 식민지 시대 예술가 3대 미남으로 유명해짐.
30년대 당시 시점으로 파격적인 헤어스타일을 소유함.
영화 모던보이에서 박해일의 머리스타일의 모델이 됨.
드라마 별그대에서 신성록의 과거로 설정됨. [이종한]
첫 시집 ""사슴""으로 논란이 됨. - 평안북도 사투리를 알지 못하면 알 수가 없음.
일본 아오야마(靑山)학원 (10년대 사의찬미 윤심덕이 동경 고등 음악학원 진학 전 수학하던 곳) 영문학과 출신 .
30년대 조선일보 기자 활동함.
당시 통영 맛기행 기사가 있음.
90년대 한국 시인 설문에서 가장 인기 있는 시인으로 선정.
평양 오산 학교 -> 도쿄유학 -> 경성 기자생활 -> 함경도 함흥 여고에서 교사 생활 -> 만주(병역기피) -> 해방 후 돌아옴.
해방 후 고당 조만식과의 연관됐다는 이유로 50~60년대 까지 농장에서 노역에 시달리다 사망함.
모친이 무당 또는 기생이라는 설이 있음.
독특하게도 시적 대상이 아닌 것을 주제로 시를 짓는데 이를 통해 인생의 무상함으로 세상을 바라보는 시인의 시각을 엿볼 수 있음.

시에 등장하는 지역 음식.
평안도 음식 : 붕어곰, 손구먹, 석박지, 미차떡, 조개송편, 매감탕, 국수, 다시냉국, 각종나물, 무이진개국(무와 파를 볶아 새우를 넣어 끓인 국)
함경도 음식 : 가자미식해, 창란젓, 귀리차, 기장감주.
경기도 음식 :
고성/통영 음식: 아가미젓(대구), 건밭말, 전복, 해삼, 호레기, 도미, 대구, 파래.
일본 음식 : 참치회, 금귤.
만주 음식 : 연소탕(제비집 요리)",0
Ep.43,음식 인문학,선우사 (좋아하는 반찬을 주제로한 시),시,,,,,,,0
Ep.43,들리는 요리강좌,표문송,해물 스튜,,,,,,"각종 해물(종류 무관)을 볶다가 생 토마토를 함께 볶아 소금과 와인 또는 허브 또는 그때 그때 있는 향신료를 넣고 멸치, 다시마, 말린 홍합을 사용한 육수로 스튜를 끓임.",0
Ep.43,맛있는 책,포크를 생각하다,책,,,,,,"비 윌슨.
푸드라이터.
정치 사상사 전공.
사회 과학과 역사를 주로 다룸.
마스터 쉐프 준결승 진출 경력이 있음.
요리 도구에 대해 다룬 책.
요리 역사를 조리도구의 관점에서 쓴 음식 문화사.
하나의 주방 용품이 탄생하기 까지의 기술 진보 과정과 그 주변 이야기.
가디언, 인디펜던트로 부터 2012년 최고의 책으로 선정.",0
Ep.43,이 집에 가라,부영각,짜장(볶음 짜장),,서울,마포,용강동 494-61,02-716-2413,"1-2회에 소개됨.
현재 위치에서 300미터 가량 떨어진 허름한 곳에서 시작하였으나 현재는 건물을 지어 운영함.
1대 때 영업이 끝난 후 다 팔지 못한 면과 해산물 등의 재료를 볶아 가족끼리 먹던것이 유래가 됨.",1
Ep.43,이 집에 가라,복성각,짜장(볶음 짜장),,서울,마포,용강동 494-61,02-716-2413,근래 양돈가에서 항생제를 다량으로 사용하기 때문에 짜장을 만들 때 라드를 사용하지 못하고 식용유를 사용하지만 이 곳은 라드를 사용하여 짜장을 만들고 있음.,1
Ep.43,기타,신창원,중국음식,,서울,광진,화양동 2-39번지,02-466-8233,"이름이 특이함.
현재는 영업하지 않음. [자반고등어]",1
Ep.44,맛집,벽제갈비,갈비,,서울,강남,도곡동 467-29 타워펠리스 반트스포츠클럽 1층,02-2058-3535,가격이 매우 비쌈.,1
Ep.44,맛집,인도네팔레스토랑,카레(인도카레),,경기,용인,수지구 죽전동 1321-3,031-8898-773,"죽전 단국대 인근.
단무지 반찬.
[이종한]",1
Ep.44,걸신에게 물어봐,샤토 세인트 진(saint jean),와인(화이트 와인),,,,,,"잡채와 잘 어울리는 와인.
가성비가 뛰어남.",1
Ep.44,걸신에게 물어봐,벨라로사,스테이크(안심스테이크 레어),,경기,성남,분당구 정자1동 18-7,031-717-7282,33회에 소개됨.,1
Ep.44,걸신에게 물어봐,데일리킹스다이너,스테이크(패밀리 레스토랑),,경기,성남,분당구 수내동 16-6,031-711-5341,33회에 소개됨.,1
Ep.44,맛집,BLT STEAK Seoul,스테이크,,서울,동대문,종로6가 289-3 JW 메리어트 동대문 스퀘어 서울.,02-2276-3000,"가격이 매우 비쌈 (8만원 가량).
세계 3대 스테이크 체인점. [이종한]",1
Ep.44,걸신에게 물어봐,연수사철탕,개장국(수육/개장국),,경기,성남,중원구 하대원동 358-5,031-755-7853,"[사짜식당]
개장국을 수육 밑에 바쳐 수육이 식지 않도록 함.
이북 스타일 개장국. [걸신]",1
Ep.44,걸신에게 물어봐,대흥각,"짬뽕(고추빰뽕)
짜장(육미짜장)",,전북,김제,요촌동 182-52,063-547-5886,복성루 스타일. 많이 매움. 김제지역 짬뽕 중 가장 추천. [조장훈],1
Ep.44,걸신에게 물어봐,중수원,볶음밥,,전북,김제,요촌동 201-19,063-542-8013,옟날 불맛이 살아있고 라드를 쓰는듯한 훌륭한 풍미를 자랑함. [조장훈],1
Ep.44,걸신에게 물어봐,청하반점,중화요리,,전북,김제,청하면 동지산리 1010-5,063-545-2117,개념없이 아무때나 쉼. 휴무로 방문 못함. [조장훈],1
Ep.44,걸신에게 물어봐,고각,짬뽕(전복홍합짬뽕),,전북,김제,부량면 대평리 24-13,063-546-6577,폭식계짬뽕. 조미료를 거의 쓰지 않는듯. [조장훈],1
Ep.44,걸신에게 물어봐,초원,죽,,서울,종로,당주동 160,02-735-5904,일본에도 소개되어 일본 관광객이 많이 찾아옴. 수십년이 지나도 맛이 한결같음. [조장훈],1
Ep.44,걸신에게 물어봐,타락죽,죽,,,,,,2시간 가량 불린 멥쌀을 믹서에 매우 곱게 간 후 우유와 섞어 끓임. 소금으로 간함. [자반고등어],0
Ep.44,걸신에게 물어봐,라면 조리법,라면,,,,,,"[상어가오리x]
덕용포장 삼양라면 과 가장 흡사한 맛을 내는 안성탕면을 추천하나 최근들어 맛이 변하여, 쇠고기면으로 선회함. 계란, 파등 부가적인 재료를 넣지 않음.
몰을 조금 적게 넣으면 스프와 면의 조화가 좋아지고 밥을 말아먹을 때 더 맛있음. [걸신]
규정된 물 양을 지키고 부가재료를 사용하지 않으며, 뚜껑을 덮고 1분 30초 가량 끓이다 집게를 사용하여 헤어드라이어의 열풍으로 면을 말린 후 먹음. 스낵면의 경우 면을 버리고 국물에 밥을 말아먹는것을 추천. [조장훈]
약간의 식초 외에는 부가재료를 넣지 않음. 2젓가락 정도 먹은 후 바로 밥을 말아 먹음. [이종한]
풀무원 백합 조개탕 추천. 라면을 끓일 때 골뱅이의 명가 동표 골뱅이 반캔 가량을 넣어 끓임. [자반고등어]
계란을 풀어 넣은 ""만화방""스타일 라면 추천. [희철베이스]",0
Ep.44,맛집,물레방아,고기구이(안창살),,부산,중,중앙동1가 24-14,051-245-1195,"[펜톨h]
부산 깍뚜기 안창살집 제보였으나 아닌것으로 판정. [걸신]",1
Ep.44,걸신에게 물어봐,평양면옥(의정부),냉면,,경기,의정부,의정부동 385,031-877-2282,찐득해진듯 한 면과 고기 육수 향이 강해짐. 고기 고명 크기가 작아짐. [대뇌분열],1
Ep.44,맛집,남포면옥,냉면,,서울,중,다동 125,02-777-3131,동치미를 연도별로 진열해 놓음.,1
Ep.44,맛집,옥천냉면,냉면,,경기,양평,옥천면 옥천리 760,031-772-9693,[리타],1
Ep.44,걸신에게 물어봐,실로암메밀국수,국수(메밀국수),,강원,양양,강현면 장산리 228,033-671-5547,"여행객을 위한 맛. [걸신]
백김치와 보쌈 추천. [조장훈]",1
Ep.44,걸신에게 물어봐,송월메밀국수,국수(메밀국수),,강원,양양,손양면 송전리 89-2,033-672-3696,"7회에 소개됨.
현지 주민의 입맛. [걸신]",1
Ep.44,걸신에게 물어봐,이만구 교동짬뽕,짬뽕,,강원,강릉,교동 162-163,033-648-4000,"이만구 교동짬뽕의 사장이 교동반점 본점을 다른 사람에게 넘겼으나 지나친 프렌차이즈 확장에 분노하여 맞은편에 다시 짬뽕점을 냈다는 소식이 있음. [햇님이]
확실한 확인은 못함.",1
Ep.44,걸신에게 물어봐,할매팥빙수단팥죽,빙수,,부산,남,용호동 148-2,051-623-9946,"15회에 소개됨.
맛 보다는 옛 추억과 향수를 느낄 수 있는 전통의 맛. [걸신]",1
Ep.44,걸신에게 물어봐,수복빵집,빙수(팥빙수),,경남,진주,평안동 151,055-741-0520,맛 보다는 옛 추억과 향수를 느낄 수 있는 전통의 맛. [이종한],1
Ep.44,걸신에게 물어봐,서울소바,국수(메밀국수),,전북,전주,완산구 중앙동1가 17-1,063-284-3879,"15회에 소개됨.
어릴적 메밀 국수의 맛이 지금도 유지. [조장훈]",1
Ep.44,걸신에게 물어봐,데체코 엑스트라버진,올리브오일,,,,,,"[자반고등어]
반드시 유리병에 든것을 구입. [조장훈]",0
Ep.44,걸신에게 물어봐,옥션,쌀(고시히까리),,,,,,옥션 구입가 55000원 20Kg. 2013년산. 주문이 들어오면 도정을 함. [이종한],0
Ep.44,Soul City,진로집,두루치기,,대전,중,대흥동 314-1,042-226-0914,대전 3대 두루치기.,1
Ep.44,Soul City,서광식당,생선조림(고등어조림),,대전,중,선화로 136,042-257-7375,"특별한 메뉴는 없으나 대전 지역 주민들에게 오랫동안 사랑받아온 마음이 편해지는 분위기. [걸신]
현재는 폐업한것으로 보임. 해당 전화번호가 검정고시 학원으로 등록됨.
http://blog.daum.net/_blog/BlogTypeView.do?blogid=0VETc&articleno=537&categoryId=37&regdt=20130313120000 [맹렬우주한량]",0
Ep.44,Soul City,남선올갱이,국밥(올갱이),,대전,서,탄방동 1152,042-486-1144,아욱과 함께 끓이는 충청도적인 맛.,1
Ep.44,맛집,금평식당,추어탕,,대전,서,흑석동 283-6,042-582-2120,,1
Ep.44,Soul City,영순옥,추어탕,,대전,유성,갑동 391-6,042-823-7872,"인삼이 들어가 인삼향이 살짝 뭍어나는 추어탕.
2015년 4월 현재 폐업한것으로 보임. (다음지도 로드뷰에 간판이 사라짐.)",0
Ep.44,Soul City,영순옥 대흥동점,추어탕,,대전,중,대흥동 508-33,042-253-7872,갑동에 있던 영순옥의 분점인지 이전인지 확인 되지 않음.,1
Ep.44,Soul City,사리원면옥,냉면,,대전,중,대흥동 188-5,042-256-6506,"9회에 소개됨.
대전 냉면 역사에 빼놓을 수 없는 집.
지금은 약간 맛이 약해짐.",1
Ep.44,Soul City,한마음면옥,냉면,,대전,서,도마2동 101-6,042-536-0408,"9회에 소개됨.
사리원면옥의 주방장이 운영.
묵직한 육수가 특징.",1
Ep.44,Soul City,숯골원냉면,냉면,,대전,유성,신성동 136-2,042-861-3287,"닭육수 베이스.
소고기 육수보다 가볍지만 단아한 맛.",1
Ep.44,Soul City,원미면옥,냉면,,대전,동,비룡동 557,042-286-7883,"닭고기 고명과 닭육수.
옟날의 냉면 형태. 현대의 입맛에도 손색 없음.",1
Ep.44,Soul City,판암면옥,냉면,,대전,동,판암2동 498-21,042-284-4850,함흥냉면 스타일의 가늘고 전분 비율이 높은 면이 특징.,1
Ep.44,Soul City,평양숨두부집,순두부,,대전,동,대성동 163-2,042-284-4141,"평안도에서는 간수를 넣고 두부를 띄울 때 숨을 죽인다는 표현을 사용하여 숨두부라 함.
두유와 우유를 섞어 먹는듯한 고소한 맛. [조장훈]",1
Ep.44,Soul City,정식당,닭매운찜,,대전,중,대흥동 216-7,042-257-5055,[이종한],1
Ep.44,Soul City,한영식당,닭매운찜,,대전,중,오류동 149-25,042-533-2644,60년 가랑된 오래된 집. [조장훈],1
Ep.44,Soul City,별난집,두루치기,,대전,동,중동 60-4,042-252-7761,대전 3대 두루치기. 그다지 맵진 않지만 칼칼함. [조장훈],1
Ep.44,Soul City,광천식당,두루치기,,대전,중,선화동 56,042-226-4751,대전 3대 두루치기. [조장훈],1
Ep.44,Soul City,대성바지락손칼국수,칼국수(비빔칼국수),,대전,대덕,신탄진동 157-7,042-931-5522,[조장훈],1
Ep.44,Soul City,공주옛손칼국수식당,칼국수,,대전,대덕,비래동 129-20,042-623-2134,[조장훈],1
Ep.44,Soul City,극동대반점,짬뽕,,대전,중,대흥동 210,042-254-6577,"어릴적 즐겨찾던 곳. [자반고등어]
현재는 폐점한듯 함. [맹렬우주한량]",1
Ep.44,Soul City,명랑식당,육계장(파계장),,대전,동,삼성동 270-17,042-623-5031,파만 넣은 대구식 육계장. [조장훈],1
Ep.44,맛집,영일분식,칼국수(비빔칼국수),,서울,영등포,문래동4가 8-26,02-2636-9817,40~50년 가랑된 집. [조장훈],1
Ep.44,Soul City,만나식당 유성점,샤브샤브,,대전,유성,봉명동 552-9,042-825-2001,"자반고등어 친구분이 운영.
맛은 확신치 않으나 지역주민들이 많이 찾고 중국에 분점이 있음. [자반고등어]",1
Ep.44,음식 인문학,신길동 매운짬뽕,짬뽕,,서울,영등포,신길동 163-5,010-5395-1151,,1
Ep.44,음식 인문학,온누리돈까스,돈까스,,서울,동작,신대방2동 355-23,02-823-8589,,1
Ep.44,음식 인문학,이강순실비집(실비집),낙지볶음,,서울,종로,관철동 11-11,02-756-4107,"6회에 소개됨.
(매워서) 욕이 바가지로 나옴. [자반고등어]
주영하 음식인문학에 박무순 할머니의 일대기가 있음. [조장훈]",1
Ep.44,음식 인문학,미정집,낙지볶음,,,,,,폐업,1
Ep.44,음식 인문학,유정집(유정낙지),낙지볶음,,,,,,폐업,1
Ep.44,음식 인문학,서린낙지,낙지볶음,,서울,종로,종로1가 24 르메이에르 종로타운 2층,02-735-0670,실비집 이전부터 있었으나 실비집의 인기로 낙지 볶음을 함. [조장훈],1
Ep.44,들리는 요리강좌,동남아풍 쌀국수 샐러드,,,,,,,"믹서기로도 가능하지만 되도록 절구를 준비.
재료 : 1인분 기준 생 붉은고추 1개, 깐 마늘 1톨, 종려당 또는 흑설탕 (우리 친구 홈플러스 기준 CJ 1Kg 2180원, 삼양 1Kg 2030원) 1숟가락, 라임 1개 또는 라임즙(레이지 라임, 플라스틱 녹색병, 200ml 홈플러스기준 3150원) 2숟가락, 피쉬소스(스퀴드브렌드 피쉬소스, 오징어그림이 특징, 홈플러스 300ml 3100원) 1숟가락 반을 준비.

고추 씨를 빼고 모두 함께 섞어 절구로 찧어 드레싱을 준비하고, 쌈추(상추 + 배추, 우리 친구 홈플러스에서 미니 쌈추 한 봉지 1500원), 청경채 (1650원), 토마토, 오이, 대파, 양파, 당근을 샐러드용으로 썰어은 후 500원 동전만큼 분량의 버미셀리에 얹어 드래싱을 뿌린다.

추가로 자숙새우 41~50이나 견과류 가루를 넣으면 좋다.
옥션 팜슈거/야자설탕 5000원.
옥션 피쉬소스 2000원.",0
Ep.44,이 집에 가라,양평민물고기매운탕,매운탕,,서울,용산,청파동1가 149-3,02-712-6657,"5회에 소개됨.
수십년간 한결같은 맛을 내는 집.
빠가사리탕을 추천함.",1
Ep.45,맛집,부산오뎅,어묵,,부산,기장,기장읍 대라리 68-9,051-722-0355,,1
Ep.45,맛집,담양죽향도가,막걸리(대대포막걸리-블루레이블),,전남,담양,담양읍 삼다리 78,061-383-2503,"유기농 쌀, 노근, 죽엽, 토종꿀로 담근 술. 저온숙성함.
전화번호로 연락하여 택배 문의 가능.",1
Ep.45,맛집,신평양조장,막걸리(백련막걸리-미스티),,충남,당진,신평면 금천리 350-1,041-362-6080,"연잎 막걸리.
koreansul.co.kr/
홈페이지에서 택배 주문 가능.",1
Ep.45,맛집,예술,막걸리(홍천강탁주),,강원,홍천,내촌면 물걸리 507,033-435-112,"11도로 막걸리로는 쎈편. 남성적인 맛. ""만강에 비친 달"" 후속작. ""만강에 비친 달""은 조금 여석적인편.
www.ye-sul.co.kr/
홈페이지에서 택배 주문 가능.",1
Ep.45,걸신에게 물어봐,구슬함박스테이크,"스테이크(함박스테이크), 스테이크 비빔밥",,서울,마포,상수동 316-12,02-323-6771,"22회에 소개됨.
11월 1일 영등포 타임스퀘어 이전 예정. 걸신 청취자는 음료수 무료. [김용복]",1
Ep.46,퀸 오브 디저트,복양갱,양갱,,,,,010-4852-9101,"걸신이 지금까지 먹어본 양갱들 중 최고 압권으로 평함.
전화번호로 연락하여 유수진 대표님이 직접 만든 수제 양갱을 택배로 받을 수 있음.
팥은 특성상 상하기 쉬워 여름에는 판매하지 않음.
방부제를 사용하지 않고 설탕과 물엿 대신 비정제 사탕수수와 올리고당을 사용.

10개 세트 9000원
20개 세트 18000원
30개 세트 27000원
택배비 3000원 별도 [무야산다]",0
Ep.46,맛집,경북족발,족발(매운족발),,울산,남,신정4동 855-35,052-274-4209,"경북식육식당에서 운영하는 족발점.
전화번호로 연락하여 택배 주문 가능.",1
Ep.46,퀸 오브 디저트,최소영,양갱,,,,,,"양갱의 원조는 일본이 아닌 중국.
羊(양 양)羹(국 갱) 양의 국물이라는 의미.
중국의 음식이 일본으로 건너가며 팥 앙금을 사용하여 만드는 것으로 발전.
양은 신이나 조상에게 바치는 희생의 징표로 크고 잘생긴 것을 사용하는데 여기에서 羊과 大가 합쳐져 아름다울 미(美)가 만들어졌다고 하고 羊을 부수로 하는 한자는 대부분 제사나 맛있는 음식을 나타냄.
羹 또한 羊, 火, 美가 합쳐진 글자.
중국인이 고대에 가장즐겨 먹전 음식이며 회족들의 경우 양의 피를 이용해 끓인 국을 양갱이라고 부르기도 함.
16세기 일본에서 팥 앙금을 이용해 만든 과자가 이 양고기 국과 비슷하고 맛 또한 좋아 이를 양갱이라 부르게 됨.",0
Ep.46,음식과 건강,장지휘,위염(위와 간),,,,,,"소화를 잘 하려면 위도 중요하지만 간도 중요한데 간은 혈이기에 혈이 부족한것이 원인이 되어 위가 약해질 수 있음.
혈을 보하는 약재인 작약은 위를 보호하는 역활도 함 (위염, 위괴양).
위벽을 보호하려면 보혈을 해야하고 여기에는 작약, 당귀, 천궁, 숙지황이 좋은데 여성은 혈이 부족하기 때문에 여성들에게 좋은 약재 이기도 함.
갱년기 증상에도 도움을 주며 간기능이 향상되고 간은 근육을 주관하기 때문에 장의 근육을 이완시켜 소화가 잘되게 함.",0
Ep.46,음식과 건강,장지휘,스트레스성 피부트러블 (위와 폐의열을 내려주는 음식),,,,,,상백피(뽕나무 뿌리 껍질)를 달여 먹으면 도움이 됨.,0
